sentences,type
jISNu vexAnawama ke lie eka kEba buka kareM,cab_book
sixXArWa ke lie puswaka kEba,cab_book
kqpayA aMkiwa seTI ke lie kEba buka kareM,cab_book
SimalA se etA waka prasannawA ke lie puswaka kEba,cab_book
mEM maMgalora havAI adde para jAnA cAhUMgA,cab_book
mEM jAnA cAhawA hUz surenxranagara,cab_book
kyA mEM sugOlI se kiMgaPiSara eyaralAinsa waka eka tEksI buka kara sakawA hUM,cab_book
bellArI se cAibAsA waka eka tEksI buka kareM,cab_book
mere lie jalagAMva meM eka tEksI Ayojiwa kareM,cab_book
puswaka tEksI para maMgalavAra se vAsima se bIjU patanAyaka havAI adde,cab_book
pArta ke lie eka kEba buka kareM,cab_book
gaMgAXara kUxavA ke lie eka kEba buka kareM,cab_book
SEleSa ke lie puswaka kEba,cab_book
prama sambaMXama ke lie kqpayA kEba buka kareM,cab_book
AyuRI se guMtUra se jEsalamera waka buka kEba,cab_book
mEM rARtrIya havAI adde para jAnA cAhUMgA,cab_book
mEM maxurE jAnA cAhUMgA,cab_book
kyA mEM SrInagara se BArawIya ispAwa prAXikaraNa waka eka tEksI buka kara sakawA hUM,cab_book
caraKI xAxarI se AxilAbAxa waka eka tEksI buka kareM,cab_book
mere lie suMxara tEksI Ayojiwa kareM,cab_book
puswaka tEksI SukravAra se bayAnA se koyaMbawUra eyaraporta waka,cab_book
prakASawA ke lie eka kEba buka kareM,cab_book
urmaI labbe ke lie eka kEba buka kareM,cab_book
sureSa ke lie puswaka kEba,cab_book
kqpayA prIwi _Sennoy_ ke lie kEba buka kareM,cab_book
buka kEba POYra ravikraNa se gretara noedA tU baswI,cab_book
mEM saraxAra jAnA cAhawA hUM vallaBa BAI patela aMwararARtrIya havAI adde,cab_book
mEM hogo jAnA cAhUMgA,cab_book
kyA mEM nAgapattanama se axAnI samUha waka eka tEksI buka kara sakawA hUM,cab_book
baharIIca se wejapura waka eka tEksI buka kareM,cab_book
BopAla ke lie mere lie eka tEksI vyavasWiwa kareM,cab_book
somavAra ko rohawaka se lohegAzva eyaraporta waka buka tEksI,cab_book
anaMwa ke lie eka kEba buka kareM,cab_book
asIma XAraNa ke lie eka kEba buka kareM,cab_book
svAgawa ke lie puswaka kEba,cab_book
ISvara bOYrrA ke lie kqpayA kEba buka kareM,cab_book
kiwAba kEba ke lie nacikewA se sonapura se porabaMxara waka,cab_book
mEM lokapriya gopInAWa bAraxoI aMwararARtrIya havAI adde para jAnA cAhUMgA,cab_book
mEM gretara noedA jAnA cAhUMgA,cab_book
kyA mEM eka tEksI buka kara sakawA hUM nellora se jenapEkta iMdiyA kI sabase badZI bIpIo kaMpanI,cab_book
jayanagara se SrIkAkulama waka eka tEksI buka kareM,cab_book
mere lie eka tEksI vyavasWiwa karane ke lie gAsAvAz,cab_book
nOmEna se buka tEksI yamunA nagara se rAjA sAzsI havAI aMwararARtrIya havAI adde,cab_book
rAI ke lie eka kEba buka kareM,cab_book
nupura viraxI ke lie eka kEba buka kareM,cab_book
meXA ke lie puswaka kEba,cab_book
vilAsa baMsala ke lie kqpayA kEba buka kareM,cab_book
bukabEyA ke lie bukabAyA se jAxUgodZA se jalaMXara waka buka kareM,cab_book
mEM aMwararARtrIya havAI adde para jAnA cAhawA hUM,cab_book
mEM lAwehAra jAnA cAhUMgA,cab_book
kyA mEM mEMgalora se go eyara waka eka tEksI buka kara sakawA hUM,cab_book
jalaMXara se kudappA waka eka tEksI buka kareM,cab_book
mere lie eka tEksI vyavasWiwa karane ke lie,cab_book
JAMsI se anya havAI adde waka janavarI meM buka tEksI,cab_book
mukeSa ke lie eka kEba buka kareM,cab_book
ciwranI bulUsU ke lie eka kEba buka kareM,cab_book
kamAlikA ke lie puswaka kEba,cab_book
kqpayAvina ke lie kEba buka kareM iera,cab_book
aMbikApura se balasara waka vetamiwrA ke lie puswaka kEba,cab_book
mEM amOsI havAI adde para jAnA cAhUMgA,cab_book
mEM kiSanagaMja jAnA cAhUMgA,cab_book
kyA mEM laKImapura se amUla waka eka tEksI buka kara sakawA hUM,cab_book
pUrNiyA se baswI waka eka tEksI buka kareM,cab_book
nOgAMva ke lie mere lie eka tEksI vyavasWiwa kareM,cab_book
aprEla se buka tEksI kadalUra se vArANasI eyaraporta waka,cab_book
hemarAja ke lie eka kEba buka kareM,cab_book
SenAjZa mehawA ke lie eka kEba buka kareM,cab_book
yUyUwsu ke lie puswaka kEba,cab_book
kqpayA cakrikA xaSa ke lie kEba buka kareM,cab_book
uXamapura se hAMsI waka puswaka kEba POYrawawI,cab_book
ahA,smalltalk
mEM TIka hUz,smalltalk
mere savAla kA javAba xo,smalltalk
Apake jEse anuprayoga,smalltalk
kyA wuma majAka kara rahe ho,smalltalk
majAka kara rahe ho kyA,smalltalk
kyA wuma vahAM ho,smalltalk
kyA wuma parajIvI ho,smalltalk
kyA Apa eka progrAmara hEM,smalltalk
kyA Apa eka varcuala ejeMta hEM,smalltalk
kyA Apa hameSA sahI hEM,smalltalk
kyA Apa eka kqwrima jIvana rUpa hEM,smalltalk
kyA Apa eka kqwrima BARAI ikAI hEM,smalltalk
kyA Apa kqwrima hEM,smalltalk
kyA wuma vayaswa ho,smalltalk
kyA Apa marane meM sakRama hEM,smalltalk
kyA Apako samaJanA muSkila hE,smalltalk
kyA Apa AsAna hEM,smalltalk
kyA Apa isameM viSeRajFa hEM,smalltalk
kyA wuma iMsAna ho,smalltalk
kyA wuma muJase jyAxA buxXimAna ho,smalltalk
kyA Apa eka iMsAna se jyAxA cAlAka hEM,smalltalk
kyA wuma muJase jyAxA cAlAka ho,smalltalk
kyA Apako yakIna hE,smalltalk
kyA Apa sabase acCe hEM,smalltalk
kyA Apa sabase acCe eAI hEM,smalltalk
kyA Apa vebasAita hEM,smalltalk
kyA Apa upayogI hEM,smalltalk
kyA Apa yogya hEM,smalltalk
muJase eka praSana pUCe,smalltalk
bahuwa baDZiyA,smalltalk
akRa Aha,smalltalk
akRa bEMka kI Seyara kImawa,smalltalk
mere xoswa bano,smalltalk
bOYna pawrikA,smalltalk
bOYta,smalltalk
alavixA,smalltalk
sI yA,smalltalk
kyA mEM Apase eka savAla pUCa sakawA hUM,smalltalk
wuma merI maxaxa kara sakawe hEM,smalltalk
kyA hama xoswa bana sakawe hEM,smalltalk
kyA hama aba isa bAwacIwa ko samApwa kara sakawe hEM,smalltalk
kyA hama bAwa kara sakawe hEM,smalltalk
kyA Apa merI sahAyawA kara sakawe hEM,smalltalk
kyA Apa merI maxaxa kara sakawe hEM,smalltalk
kyA Apa merI kverI ko hala kara sakawe hEM,smalltalk
kyA Apa muJe xeKa sakawe hEM,smalltalk
kyA Apa bAwa kara sakawe hEM,smalltalk
Apa bAwa kara sakawe hEM,smalltalk
jatila jatila se behawara hE,smalltalk
kyA mEMne kaBI jIwA,smalltalk
kyA mEMne jo kahA vaha Apako milA,smalltalk
rAwa kA KAnA,smalltalk
kyA mEM Apako jAnawA hUM,smalltalk
kara xo,smalltalk
kyA Apake pAsa maswiRka hE,smalltalk
kyA Apa cArja karawe hEM,smalltalk
kyA Apake pAsa hE,smalltalk
kyA Apako pawA hE,smalltalk
kyA Apa muJe jAnawe hE,smalltalk
kyA Apako mEM yAxa hUM,smalltalk
kyA Apako yAxa hE ki hamane bAwa kI WI,smalltalk
kyA Apa samaJe,smalltalk
acCA kara rahe ho,smalltalk
TIka,smalltalk
rahane BI xo,smalltalk
xoswa,smalltalk
xaPA ho jAo,smalltalk
SurU ho jAo,smalltalk
muJe xo,smalltalk
gonA jAo,smalltalk
acCA,smalltalk
namaskAra,smalltalk
alavixA,smalltalk
susaMXyA,smalltalk
SuBa praBAwa,smalltalk
SuBa rAwri,smalltalk
alavixA,smalltalk
mahAna,smalltalk
assalAma vAlekuma,smalltalk
_haha_,smalltalk
hA hA hA hA,smalltalk
ApakA xina SuBa ho,smalltalk
ApakA xina SAnaxAra gujare,smalltalk
kyA Apane Kabara sunI,smalltalk
namaswe,smalltalk
hElo bOYta,smalltalk
namaswe Apa kEse hEM,smalltalk
hElo Apa kEse maxaxa kara sakawe hEM,smalltalk
_hellooo_,smalltalk
maxaxa,smalltalk
he,smalltalk
suno,smalltalk
he,smalltalk
Apa kEse hEM,smalltalk
"are, mEM acCA hUz",smalltalk
namaswe,smalltalk
hAya bOYta,smalltalk
hamma,smalltalk
_hmmmmm_,smalltalk
mEM kEsA kara rahA hUz,smalltalk
kyA hAla hE,smalltalk
Apa kEse hEM,smalltalk
mEM Apa kA upayoga kEse kara sakawA hUz,smalltalk
Apa kEse maxaxa kara sakawe hEM,smalltalk
Apa kEse hEM,smalltalk
Apa kEse karawe ho,smalltalk
Apako kEse mAlUma,smalltalk
yaha Epa kEse kAma karawA hE,smalltalk
yaha kEse kAma karawA hE,smalltalk
Apa kiwanI wejZa hEM,smalltalk
kEsA cala rahA hE,smalltalk
yaha kEse kara rahA hE,smalltalk
wuma kiwanA samaya cAhawe ho,smalltalk
Apa muJe kiwanI jalxI javAba xe sakawe hEM,smalltalk
Apa merI maxaxa kEse kara sakawe hEM,smalltalk
jalxI kIjiye,smalltalk
mEM vApasa A gayA hUz,smalltalk
mEM vyaswa hUz,smalltalk
mEM acCA hUz,smalltalk
mEM acCA hUz,smalltalk
mEM acCA hUz wuma kEse ho,smalltalk
mEM jalxI meM hUM,smalltalk
muJe yakIna hE ki Apa karawe hEM,smalltalk
mEM wumhArA parIkRaNa kara rahA hUz,smalltalk
mEM Waka gayA hUM,smalltalk
mEM eka pariyojanA para kAma kara rahA hUz,smalltalk
mEM wumhArA mAlika hUz,smalltalk
muJe wuma para viSvAsa hE,smalltalk
mEM wumheM bAxa meM Pona karUMgA,smalltalk
muJe nahIM pawA WA,smalltalk
muJe nahIM pawA,smalltalk
mEM Apako nahIM jAnawA,smalltalk
muJe yaha pasaMxa nahIM hE,smalltalk
muJe tAipiMga pasaMxa nahIM hE,smalltalk
merA vo mawalaba nahIM hE,smalltalk
muJe AvaSayakawA nahIM hE,smalltalk
muJe nahIM cAhie,smalltalk
muJe eka samasyA hE,smalltalk
mere pAsa praSna hE,smalltalk
merA eka savAla hE,smalltalk
muJe jAnA padZegA,smalltalk
mEMne sunA hE ki Apa sabase acCe bOYta hEM,smalltalk
muJe pawA hE,smalltalk
muJe jarUrawa hE,smalltalk
mEM iMwajAra karawA hUM,smalltalk
muJe wuma se bAwa karanI hE,smalltalk
mEM vApasa AUMgA,smalltalk
muJe yakIna nahIM hE,smalltalk
muJe kRamA kareM,smalltalk
Apa kyA maxaxa kara sakawe hEM,smalltalk
Apa se mila kara KuSI huI,smalltalk
yaha ubAU hE,smalltalk
merA janma xivasa hEM,smalltalk
kUla,smalltalk
muJe eka parIkRA lene xo,smalltalk
Ao SurU kareM,smalltalk
jabaraxaswa haMsI,smalltalk
bahuwa xuKI xiKa rahA hE,smalltalk
kyA mEM jAna sakawA hUz Apa kOna hEM,smalltalk
merI galawI,smalltalk
Apase bAwa kara acCA lagA,smalltalk
Apase milakara acCA lagA,smalltalk
wumheM xeKakara acCA lagA,smalltalk
Apase bAwa karake acCA lagA,smalltalk
nahIM,smalltalk
bahuwa jyAxA nahIM,smalltalk
pUrA yakIna nahIM,smalltalk
jZyAxA kuCa nahIM,smalltalk
TIka,smalltalk
Amaleta,smalltalk
gAliyAM bakane kI kriyA,smalltalk
SIGra javAba xeM,smalltalk
Pira milawe hEM,smalltalk
Pira mileMge,smalltalk
Pira milawe hEM,smalltalk
jalxa hI Pira mileMge,smalltalk
wo ApakA pasaMxIxA raMga kyA hE,smalltalk
baDZiyA hE,smalltalk
_ssup_,smalltalk
ise roka,smalltalk
supara,smalltalk
miTAiyAz,smalltalk
eka tUra leM,smalltalk
XyAna raKeM,smalltalk
muJase bAwa karo,smalltalk
cAya,smalltalk
muJe siKAo,smalltalk
muJe bawAo,smalltalk
vEse BI XanyavAxa,smalltalk
XanyavAxa,smalltalk
sunakara acCA lagA,smalltalk
yaha acCA hE,smalltalk
vAxA kiyA gayA inAma mahaja eka ParjI preraka hE,smalltalk
wumhAre lie subaha awyaMwa SuBa ho,smalltalk
wumhAre pAsa ximAga nahIM hE,smalltalk
_wasssssup_,smalltalk
_wassssup_,smalltalk
_wasssup_,smalltalk
_wassup_,smalltalk
svAgawa he,smalltalk
Apa kyA hEM,smalltalk
wuma kyA kara rahe ho,smalltalk
ApakA irAxA kyA hE,smalltalk
mEM kyA kara sakawA hUz,smalltalk
wuma kyA kara sakawe ho,smalltalk
Apa kisa bAre meM bAwa kara sakawe hEM,smalltalk
muJe kyA karanA,smalltalk
Apa kyA karawe hEM,smalltalk
wuma kyA jAnawe ho,smalltalk
wuma kyA karawe ho,smalltalk
ApakA mawalaba kyA hE,smalltalk
Apa ko kyA yAxa AwA hE,smalltalk
wuma kyA cAhawe ho,smalltalk
yolo kA mawalaba kyA hE,smalltalk
Apa kyA kara rahe We,smalltalk
merA nAma kyA hE,smalltalk
Age kyA hE,smalltalk
asalI kyA hE,smalltalk
samasyA kyA hE,smalltalk
kyA cala rahA hE,smalltalk
ApakI pasaMxIxA kiwAba kOna sI hE,smalltalk
wumhArA nAma kyA he,smalltalk
wumhArA uxxeSya kyA hE,smalltalk
kyA cala rahA hE,smalltalk
ApakA nAma kyA hogA,smalltalk
kyA ho rahA hE,smalltalk
wumhArA nAma kyA hE,smalltalk
kyA ho rahA hE,smalltalk
wumhArA nAma kyA hE,smalltalk
_whatsssup_,smalltalk
_whatssup_,smalltalk
kyA cala rahA hE,smalltalk
_whatzzup_,smalltalk
_whatzzzup_,smalltalk
Apa kahAz hEM,smalltalk
wuma kahAz jA rahe ho,smalltalk
wuma kOna ho,smalltalk
wumhAre bOYsa kOna hEM,smalltalk
kisane Apako nAma xiyA,smalltalk
wuma kyoM nahIM,smalltalk
kyA wuma merI maxaxa karanA cAhoge,smalltalk
_wsssssup_,smalltalk
_wssup_,smalltalk
_wzzzzzzup_,smalltalk
jaMBAI,smalltalk
hAz,smalltalk
Apa cEtabOYta hEM,smalltalk
wuma cAlAka ho,smalltalk
wuma pAgala ho,smalltalk
Apa naSe meM hEM,smalltalk
Apa bevakUPa ho,smalltalk
Apa wejZa hEM,smalltalk
Apa majAkiyA ho,smalltalk
Apa acCe hEM,smalltalk
wuma KuSa ho,smalltalk
wuma bevakUPa ho,smalltalk
Apa buxXimAna hEM,smalltalk
wuma bahuwa KuSa xiKa rahe ho,smalltalk
Apa mere xoswa hEM,smalltalk
Apa samaJa meM nahIM A rahe hEM,smalltalk
Apa mere miwra nahIM hEM,smalltalk
Apa kuCa BI samaJa nahIM rahe hEM,smalltalk
wuma weja ho,smalltalk
Apa asalI ho,smalltalk
Apa galawa warIke se javAba xe rahe hEM,smalltalk
wuma sahI ho,smalltalk
Apa hoSiyAra ho,smalltalk
wuma bevakUPa ho,smalltalk
wuma bakavAsa kara rahe ho,smalltalk
wuma bahuwa XIme ho,smalltalk
Apa nahIM kara sakawe,smalltalk
Apake pAsa ximAga nahIM hE,smalltalk
Apako nahIM pawA,smalltalk
Apa BI,smalltalk
Apa vahAz hEM,smalltalk
kyA mEM bAwa kara sakawA hUz,smalltalk
kyA mere vivaraNa Apake sAWa surakRiwa hEM,smalltalk
kyA Apa purURa yA mahilA hE,smalltalk
kyA Apa yogya hEM,smalltalk
kyA Apa bEMkiMga praSnoM ke uwwara xene ke lie yogya hEM,smalltalk
kyA Apa surakRiwa hEM,smalltalk
kyA Apa surakRiwa hEM,smalltalk
TIka nahIM,smalltalk
acCA nahI,smalltalk
TIka nahIM,smalltalk
TIka nahIM hE,smalltalk
mEM burA hUM,smalltalk
mEM BI Apako xeKakara KuSa hUM,smalltalk
mEM BI KuSa hUM,smalltalk
mEM asvasWa hUz,smalltalk
kyA merA detA Apake sAWa surakRiwa hE,smalltalk
kyA yaha cEta enkripteda hE,smalltalk
kyA yaha cEta surakRiwa hE,smalltalk
kyA yaha cEta surakRiwa hE,smalltalk
kyA yaha vArwAlApa surakRiwa hE,smalltalk
jaMka sAWI,smalltalk
bahuwa acCA,smalltalk
yahAM mEM kyA kara sakawA hUM,smalltalk
Apa kyA maxaxa kara sakawe hEM,smalltalk
Apa kisake sAWa maxaxa kara sakawe hEM,smalltalk
kisa bEMkiMga kI jarUrawa hE,smalltalk
kOna sA savAla,smalltalk
bEMkiMga para kOna sA savAla hE,smalltalk
kOna sA lenaxena,smalltalk
Apa cawura nahIM hEM,smalltalk
Apa upayogI nahIM hEM,smalltalk
Apa nahIM kara sakawe,smalltalk
kyA yaha cEta surakRiwa hE,smalltalk
mEM burA kara rahA hUz,smalltalk
vAswava meM,smalltalk
apanA paricaya xo,smalltalk
wuma yahAz kyoM ho,smalltalk
jiMxagI kEsI cala rahI hE,smalltalk
Aja mOsama kEsA hE,smalltalk
Apa kahAz rahawe hEM,smalltalk
wuma kahA rahawe ho,smalltalk
muJe Apa kahAz mila sakawe ho,smalltalk
Aha kyoM,smalltalk
kqpayA muJe bawAo,smalltalk
bilkula nahIM,smalltalk
_nopes_,smalltalk
mEM yahAz kyA pUCa sakawA hUz,smalltalk
mEM wumase kyA pUCa sakawA hUz,smalltalk
kisa bAre meM,smalltalk
kyA Apa TIka hEM,smalltalk
bahuwa acCA,smalltalk
mEM Apase nahIM mila sakawA hUM,smalltalk
muJe BI,smalltalk
muJase SAxI karogI,smalltalk
ApakI umra kyA hE,smalltalk
Aja Apa kEse hEM,smalltalk
kyA Apa eka karmacArI hEM,smalltalk
kyA Apa XurI bEMka ke karmacArI hEM,smalltalk
kyA Apa eka bEMka karmacArI hEM,smalltalk
kyA Apa bEMka ke karmacArI hEM,smalltalk
kyA Apa sabase acCe cEtabOYta hEM,smalltalk
kyA Apa sabase acCe bOYta hEM,smalltalk
kyA Apa sabase acCe ABAsI sahAyaka hEM,smalltalk
SiKA SarmA,smalltalk
SiKA SarmA kOna hE,smalltalk
rAjIva AnaMxa,smalltalk
rAjIva AnaMxa kOna hE,smalltalk
nixeSaka maMdala,smalltalk
borda ke saxasya kOna hEM,smalltalk
bEMka borda ke saxasya,smalltalk
akRa bEMka borda ke saxasya,smalltalk
kariyara,smalltalk
XurI bEMka meM nOkariyAM,smalltalk
XurI bEMka kariyara,smalltalk
nOkarI kI rikwiyAM,smalltalk
XurI bEMka acCA hE,smalltalk
akRa bEMka eka acCA bEMka hE,smalltalk
xIpikA pAxukone,smalltalk
ApakA brAMda eMbesadara kOna hE,smalltalk
akRa bEMka brAMda eMbesadara,smalltalk
kyA Apa cawura hEM,smalltalk
jAnA hogA,smalltalk
mEM jalxI meM hUz,smalltalk
mEM wumase pyAra karawA hUz,smalltalk
jisane Apako banAyA,smalltalk
bahuwa Kubasa,smalltalk
mEM wumase naPZarawa karawA hUM,smalltalk
mEM wumheM nahIM cAhawA,smalltalk
Apa kyoM mOjUxa hEM,smalltalk
kyA hama mila sakawe hEM,smalltalk
kyA mEM Apase mila sakawA hUM,smalltalk
hameM milawe hEM,smalltalk
calo hama milawe hEM,smalltalk
calo kOYPI hE,smalltalk
calo kOYPI hE,smalltalk
calo kOYPI ke lie jAo,smalltalk
kOYPZI,smalltalk
calie calawe hEM,smalltalk
Apa bekAra hEM,smalltalk
nikammA,smalltalk
Apa kA koI upayoga nahIM hE,smalltalk
Apa sahAyaka nahIM hEM,smalltalk
Apa maxaxa nahIM kara rahe hEM,smalltalk
wuma barbAxa ho,smalltalk
wuma merI maxaxa nahIM kara rahe ho,smalltalk
saMbaxXa nahIM,smalltalk
kyA wuma muJe apanA nAma bawA sakawe ho,smalltalk
